ABC,ABKFQ,FNMA,AA,1.16826883117,0.189957359902
ABC,ABKFQ,FNMA,AAPL,1.04166611909,0.481116438063
ABC,ABKFQ,ABT,FMCC,0.902962066046,0.221429121438
ABC,ABKFQ,ABT,A,1.02753590188,0.198136229862
ABC,ABKFQ,ABT,AA,1.0777118582,0.198508826046
ABC,ABKFQ,ABT,AAPL,0.964346373329,0.498441085886
ABC,ABKFQ,FMCC,FNMA,0.991440507034,0.23805674137
ABC,ABKFQ,FMCC,A,1.15332179506,0.120654288803
ABC,ABKFQ,FMCC,AA,1.20628114802,0.121701372553
ABC,ABKFQ,FMCC,AAPL,1.07004993071,0.413803142395
ABC,ABKFQ,FNMA,A,1.11740332217,0.190106100368
ABKFQ,ABT,FMCC,A,1.07626358459,0.232881733944
ABKFQ,ABT,FMCC,AA,1.12608662205,0.23259233214
ABKFQ,ABT,FMCC,AAPL,1.00716453449,0.513849767538
ABKFQ,ABT,FNMA,A,1.04501858149,0.301098531765
ABKFQ,ABT,FNMA,AA,1.09298349157,0.299589063931
ABKFQ,ABT,FNMA,AAPL,0.9820640119,0.579748499651
ABKFQ,ABT,A,AA,1.25073261275,0.210314945172
ABKFQ,ABT,A,AAPL,1.11478732089,0.511265874213
ABKFQ,ABT,AA,AAPL,1.1582103628,0.505869014495
ABKFQ,FMCC,FNMA,A,1.16572117819,0.248919730781
ABC,ABKFQ,A,AA,1.33851901329,0.0916347245944
ABC,ABKFQ,A,AAPL,1.18328684987,0.404773743308
ABC,ABKFQ,AA,AAPL,1.22907260745,0.401038559754
ABC,ABT,A,AA,1.00723053081,0.568145956361
ABC,FMCC,A,AA,1.12119491496,0.230010444607
ABC,FMCC,AA,AAPL,1.04833909749,0.838385358539
ABC,FNMA,A,AA,1.08939668383,0.373337561202
ABC,FNMA,AA,AAPL,1.02269555835,0.977378124135
ABC,A,AA,AAPL,1.15293767557,1.08811654574
ABKFQ,ABT,FMCC,FNMA,0.92596475518,0.334149143792
ABT,FMCC,AA,AAPL,0.990970096438,1.06296907745
ABT,FNMA,A,AA,1.0241574813,0.588149930221
ABT,A,AA,AAPL,1.09076011173,1.44100819838
FMCC,FNMA,A,AA,1.13394519222,0.375492686872
FMCC,FNMA,A,AAPL,1.02205242763,0.752661199426
FMCC,FNMA,AA,AAPL,1.06226347157,0.746431775577
FMCC,A,AA,AAPL,1.19279537387,0.822836121504
ABKFQ,FMCC,FNMA,AA,1.21622295195,0.249244796946
ABKFQ,FMCC,FNMA,AAPL,1.08418560712,0.50015867285
ABKFQ,FMCC,A,AA,1.38679161689,0.135112916443
ABKFQ,FMCC,A,AAPL,1.22612888396,0.42577413189
ABKFQ,FMCC,AA,AAPL,1.27161914055,0.422228991584
ABKFQ,FNMA,A,AA,1.34225712623,0.203433213149
ABKFQ,FNMA,A,AAPL,1.19284279773,0.493355483047
ABKFQ,FNMA,AA,AAPL,1.2367799991,0.48866096072
ABKFQ,A,AA,AAPL,1.38491241919,0.413595834688
ABT,FMCC,A,AA,1.05211980303,0.451090183784
