Date, Open, High, Low, Close, Volume, Adj Close
2018-02-07,154.56,154.78,150.0,150.01,2248013,150.01
2018-02-06,150.15,156.39,148.02,155.31,3718122,155.31
2018-02-05,154.02,156.84,150.03,150.32,2593867,150.32
2018-02-02,156.72,157.35,154.95,155.05,2086193,155.05
2018-02-01,159.84,160.9,158.93,159.83,1520840,159.83
2018-01-31,161.43,162.33,160.04,161.49,3570523,161.49
2018-01-30,162.7,162.935,160.66,160.72,2007749,160.72
2018-01-29,165.2,166.13,160.71,162.83,2982761,162.83
2018-01-26,163.69,166.24,162.18,165.69,1869982,165.69
2018-01-25,166.26,166.95,161.8,163.35,3391829,163.35
2018-01-24,159.1,162.04,158.98,160.87,3701079,160.87
2018-01-23,159.66,160.81,158.51,159.23,1775284,159.23
2018-01-22,161.57,161.7,159.61,160.62,1523403,160.62
2018-01-19,162.2,162.35,161.29,161.88,1678970,161.88
2018-01-18,162.98,164.51,161.4,161.5,1746700,161.5
2018-01-17,163.55,164.23,161.46,163.46,1751876,163.46
2018-01-16,164.5,165.23,160.2187,162.1,2754050,162.1
2018-01-12,164.06,165.12,163.25,164.15,2644425,164.15
2018-01-11,164.11,166.08,163.31,163.81,2007118,163.81
2018-01-10,162.7,163.17,161.5,162.62,2416816,162.62
2018-01-09,162.34,164.49,161.96,162.88,3366585,162.88
2018-01-08,161.11,161.65,160.46,161.31,936660,161.31
2018-01-05,161.77,162.34,160.56,161.37,1700146,161.37
2018-01-04,159.39,161.34,158.87,159.97,1896774,159.97
2018-01-03,156.03,157.69,155.68,157.5,1428049,157.5
2018-01-02,154.76,156.35,153.31,156.19,1067624,156.19
2017-12-29,155.15,155.75,154.16,154.68,1924260,154.68
2017-12-28,154.42,155.42,153.73,155.29,905791,155.29
2017-12-27,153.07,154.32,152.75,154.19,1574917,154.19
2017-12-26,153.77,153.77,152.33,152.61,1960872,152.61
2017-12-22,153.75,154.61,153.3505,153.84,509460,153.84
2017-12-21,154.3,154.6999,153.65,154.1,1363268,154.1
2017-12-20,154.53,154.77,153.74,154.01,987330,154.01
2017-12-19,153.91,154.51,153.32,154.17,1811179,154.17
2017-12-18,150.6,153.45,150.5,153.33,2350153,153.33
2017-12-15,149.38,149.95,148.78,149.6,3631121,149.6
2017-12-14,151.36,151.55,148.75,149.14,2503182,149.14
2017-12-13,152.35,152.35,150.76,151.27,1183609,151.27
2017-12-12,151.92,152.71,150.81,151.34,1508203,151.34
2017-12-11,152.1,152.75,151.78,152.26,3109436,152.26
2017-12-08,152.09,152.32,151.16,151.41,1424896,151.41
2017-12-07,150.63,151.34,150.28,150.96,1646963,150.96
2017-12-06,151.74,152.04,150.24,150.39,1421247,150.39
2017-12-05,153.25,153.74,152.708,153.08,1308134,153.08
2017-12-04,153.31,154.36,153.0,153.36,2301354,153.36
2017-12-01,153.73,153.87,151.531,151.87,2270136,151.87
2017-11-30,155.8,155.97,153.24,153.92,3178303,153.92
2017-11-29,156.27,156.27,154.33,155.17,1301689,155.17
2017-11-28,152.33,156.4,151.79,156.36,2641075,156.36
2017-11-27,153.42,153.92,151.87,152.08,1253072,152.08
2017-11-24,153.05,153.85,152.76,152.88,807793,152.88
2017-11-22,151.81,152.49,151.19,151.72,2340970,151.72
2017-11-21,151.36,152.28,150.79,151.35,2127922,151.35
2017-11-20,150.64,151.18,150.42,150.87,1498134,150.87
2017-11-17,149.11,151.44,149.04,150.64,2930685,150.64
2017-11-16,147.5,149.08,146.78,149.04,1779861,149.04
2017-11-15,147.21,147.5,145.87,146.17,1943838,146.17
2017-11-14,147.81,147.83,146.53,147.63,1056131,147.63
2017-11-13,146.39,148.57,145.74,148.15,1455925,148.15
2017-11-10,148.45,148.65,147.6,148.28,1283179,148.28
2017-11-09,149.16,150.25,148.35,148.46,1908197,148.46
2017-11-08,149.05,150.05,148.69,149.97,1760492,149.97
2017-11-07,148.0,148.95,147.56,148.95,864006,148.95
2017-11-06,147.5,148.005,147.14,147.47,615863,147.47
2017-11-03,147.61,147.965,146.48,147.5,1011796,147.5
2017-11-02,147.57,148.01,146.5,147.9,1233629,147.9
2017-11-01,148.61,148.79,146.99,147.92,1317714,147.92
2017-10-31,147.85,147.8993,146.1,146.12,1533013,146.12
2017-10-30,148.71,149.5,146.7,147.45,1727057,147.45
2017-10-27,149.25,149.77,147.84,148.14,2127113,148.14
2017-10-26,144.64,149.91,143.29,149.6,2803741,149.6
2017-10-25,142.98,143.94,142.44,143.68,1174666,143.68
2017-10-24,143.66,144.58,142.61,142.95,1076001,142.95
2017-10-23,143.67,143.96,142.44,142.44,1225510,142.44
2017-10-20,141.12,143.14,140.65,143.14,1185623,143.14
2017-10-19,139.83,140.74,139.54,140.41,881009,140.41
2017-10-18,141.23,141.23,139.9,139.9,937278,139.9
2017-10-17,141.58,141.83,140.72,141.44,632960,141.44
2017-10-16,141.65,142.04,140.37,141.29,746576,141.29
2017-10-13,142.28,142.87,141.87,142.21,648686,142.21
2017-10-12,140.53,141.98,140.35,141.87,880849,141.87
2017-10-11,140.81,141.26,139.92,141.18,781666,141.18
2017-10-10,141.23,141.92,140.35,140.62,879568,140.62
2017-10-09,141.8,141.87,140.63,140.87,579922,140.87
2017-10-06,142.07,142.38,141.5,141.96,1190414,141.96
2017-10-05,142.56,142.73,141.76,142.35,803293,142.35
2017-10-04,142.5,142.97,141.815,142.35,739189,142.35
2017-10-03,141.01,142.6612,140.5,142.49,1006326,142.49
2017-10-02,139.59,141.26,139.24,141.19,920231,141.19
2017-09-29,141.25,141.88,139.41,139.74,1304296,139.74
2017-09-28,138.12,141.07,138.08,141.06,1453020,141.06
2017-09-27,139.205,139.99,137.32,138.71,1480630,138.71
2017-09-26,138.5,140.64,137.92,138.43,1490297,138.43
2017-09-25,136.48,137.82,136.3,137.7,1645289,137.7
2017-09-22,138.48,138.48,137.25,137.6,921964,137.6
2017-09-21,138.1,138.94,137.825,138.57,923212,138.57
2017-09-20,136.8,138.72,136.66,137.99,1681392,137.99
2017-09-19,135.07,136.58,134.66,136.51,2031905,136.51
2017-09-18,134.65,134.98,133.84,134.74,1030848,134.74
2017-09-15,134.19,134.84,133.42,134.22,1840131,134.22
2017-09-14,133.7,134.55,133.04,134.09,1314293,134.09
2017-09-13,134.45,134.75,133.65,134.15,858424,134.15
2017-09-12,134.33,135.86,133.9,134.82,1418551,134.82
2017-09-11,132.49,135.05,132.49,135.01,2149678,135.01
2017-09-08,131.89,132.61,131.64,132.46,807718,132.46
2017-09-07,132.2,132.6,131.64,132.24,1376297,132.24
2017-09-06,130.91,131.79,130.73,131.77,1671942,131.77
2017-09-05,130.76,130.91,129.83,130.3,819469,130.3
2017-09-01,131.15,131.99,130.6782,131.03,901667,131.03
2017-08-31,130.64,131.66,130.48,131.54,1149423,131.54
2017-08-30,130.88,131.02,129.94,130.64,1885801,130.64
2017-08-29,130.15,131.15,129.74,130.88,576709,130.88
2017-08-28,132.6,132.87,131.52,132.08,479045,132.08
2017-08-25,132.37,132.98,132.08,132.42,527578,132.42
2017-08-24,132.73,132.975,131.81,132.15,624160,132.15
2017-08-23,132.63,133.42,131.69,132.38,826792,132.38
2017-08-22,132.08,133.19,132.06,132.75,910498,132.75
2017-08-21,131.62,132.05,130.98,131.21,1034088,131.21
2017-08-18,131.78,132.48,131.0,132.3,935072,132.3
2017-08-17,133.57,133.82,131.59,131.79,980235,131.79
2017-08-16,131.64,134.15,131.6,133.59,1770985,133.59
2017-08-15,130.82,131.675,130.66,131.47,1030115,131.47
2017-08-14,128.53,131.16,128.53,131.06,1648623,131.06
2017-08-11,127.68,128.485,127.36,127.44,582993,127.44
2017-08-10,128.49,128.93,127.58,127.62,1130530,127.62
2017-08-09,128.47,128.96,127.9,128.86,1357691,128.86
2017-08-08,130.09,130.09,128.26,128.58,1137172,128.58
2017-08-07,130.39,130.54,129.89,130.22,521867,130.22
2017-08-04,130.32,130.71,129.62,130.15,1143551,130.15
2017-08-03,130.66,130.82,129.94,130.32,699324,130.32
2017-08-02,130.65,131.0,130.01,130.6,963497,130.6
2017-08-01,130.32,130.71,129.62,130.15,1081829,130.15
2017-07-31,132.46,132.46,129.46,130.16,2097442,130.16
2017-07-28,132.71,133.36,130.9,132.26,1486865,132.26
2017-07-27,135.0,135.57,131.8,132.71,1812862,132.71
2017-07-26,135.34,135.8,134.38,135.03,1141231,135.03
2017-07-25,136.37,136.59,135.33,135.86,1009759,135.86
2017-07-24,134.81,135.57,134.4,135.22,917087,135.22
2017-07-21,135.1,135.31,134.43,134.74,813853,134.74
2017-07-20,135.57,135.9,134.64,135.21,925735,135.21
2017-07-19,134.16,135.7,133.95,135.62,726512,135.62
2017-07-18,134.27,134.49,133.46,134.16,848415,134.16
2017-07-17,134.5,134.91,134.09,134.54,1190914,134.54
2017-07-14,134.06,134.68,133.55,134.31,1078850,134.31
2017-07-13,133.78,134.21,133.29,133.58,871139,133.58
2017-07-12,134.39,134.48,133.65,133.82,1252696,133.82
2017-07-11,133.29,133.5,132.43,132.96,657014,132.96
2017-07-10,132.65,134.09,132.49,133.34,737667,133.34
2017-07-07,132.53,133.27,131.82,133.06,1187717,133.06
2017-07-06,132.45,133.3,132.33,132.43,1598871,132.43
2017-07-05,134.22,134.54,132.19,132.66,1072421,132.66
2017-07-03,132.29,134.815,132.29,134.18,903016,134.18
