date,open,high,low,close,volume,adj close
2012-09-13,28.952185999999998,28.952185999999998,28.952185999999998,28.952185999999998,1,28.952185999999998
2012-09-12,31.013507,31.013507,31.013507,31.013507,1,31.013507
2012-09-11,33.008428,33.008428,33.008428,33.008428,1,33.008428
2012-09-10,34.872689,34.872689,34.872689,34.872689,1,34.872689
2012-09-07,36.546234999999996,36.546234999999996,36.546234999999996,36.546234999999996,1,36.546234999999996
2012-09-06,37.975159999999995,37.975159999999995,37.975159999999995,37.975159999999995,1,37.975159999999995
2012-09-05,39.113434000000005,39.113434000000005,39.113434000000005,39.113434000000005,1,39.113434000000005
2012-09-04,39.92439,39.92439,39.92439,39.92439,1,39.92439
2012-08-31,40.381904999999996,40.381904999999996,40.381904999999996,40.381904999999996,1,40.381904999999996
2012-08-30,40.471243,40.471243,40.471243,40.471243,1,40.471243
2012-08-29,40.189524,40.189524,40.189524,40.189524,1,40.189524
2012-08-28,39.545825,39.545825,39.545825,39.545825,1,39.545825
2012-08-27,38.56088,38.56088,38.56088,38.56088,1,38.56088
2012-08-24,37.266416,37.266416,37.266416,37.266416,1,37.266416
2012-08-23,35.704131,35.704131,35.704131,35.704131,1,35.704131
2012-08-22,33.92435,33.92435,33.92435,33.92435,1,33.92435
2012-08-21,31.984405,31.984405,31.984405,31.984405,1,31.984405
2012-08-20,29.946784,29.946784,29.946784,29.946784,1,29.946784
2012-08-17,27.877125,27.877125,27.877125,27.877125,1,27.877125
2012-08-16,25.842095999999998,25.842095999999998,25.842095999999998,25.842095999999998,1,25.842095999999998
2012-08-15,23.907251000000002,23.907251000000002,23.907251000000002,23.907251000000002,1,23.907251000000002
2012-08-14,22.134914000000002,22.134914000000002,22.134914000000002,22.134914000000002,1,22.134914000000002
2012-08-13,20.582178,20.582178,20.582178,20.582178,1,20.582178
2012-08-10,19.29906,19.29906,19.29906,19.29906,1,19.29906
2012-08-09,18.326891,18.326891,18.326891,18.326891,1,18.326891
2012-08-08,17.696988,17.696988,17.696988,17.696988,1,17.696988
